ID	NAME
774314655855	أربونة مدينة هي آخر ما كان بأيدي المسلمين من مدن الأندلس وثغورها مما يلي بلاد الإفرنجـ
613546983536	الأربس مدينة بينها وبين قيروان إفريقية مسيرة ثلاثة أيام وبينها وبين باجة مرحلتان، وهيـ
172780159090	أرشذونة بالأندلس وهي قاعدة كورة ريه ومنزل الولاة والعمال، وهي بقبلي قرطبة تسقي أرضها 
551966212212	أريحا مدينة من أجل بلاد الغور بالشام، وفي الخبر أن عمر رضي الله عنه أجلى اليهود إلى أـ
418717368438	أرجان مدينة بين فارس وأهواز، بناها قباذ بن فيروز ملك الفرس وهو أنوشروان وأسكن فيها سبـ
444210348151	الرملة إحدى مدن الشام وهي مدينة عامرة بها أسواق وتجارات ودخل وخرج، ومنها إلى يافا التـ
519615545463	أريانة قرية من عمل قرطاجنة إفريقية بمقربة من تونس مسندة إلى الحنية العادية، منها كان 
372986871926	ارمينية بكسر أوله وإسكان ثانيه بلد معروف يضم كورا كثيرة، سميت بكون الأرمن فيها، وهي أـ
360521400441	أردبيل من الثغور الجزرية بينها وبين المراغة نحو أربعين فرسخا، سميت باسم اردبيل بن أرمـ
300412829819	أرديس مدينة بينها وببن ميافارقين خمسين ميلا وهي في تخوم بلاد الروم وبينها وبين حصن زيـ
515127640189	أرزن مدينة بينها وبين ميافارمين سبعة فراسخ، فتحها عياض بن غنم على مثل صلح الرها ، وهيـ
574414127231	أرمية بضم أوله مدينة في ديار بكر وكانت ارمية وخوي وسلماس من فتوح الموصل، وكان خراجها 
816450633857	اربل أظنها من أعمال الشام .
784229990533	أرجونة مدينة أو قلعة بالأندلس إليها ينسب محمد بن يوسف بن الأحمر الأرجوني من متأخري سلـ
768950141063	أرشقول مدينة في ساحل تلمسان من أرض المغرب بينهما فحص طوله خمسة وعشرون ميلا، ومدينة أرـ
753892589704	أرم آسك هل هي بالراء أو بالزاي ، وهي مدينة على نهر تستر وهي متحضرة ولها سوق متحركة وبـ
668806938761	أركنده هي آخر مدن فرغانة مما يلي دار الترك، وهي نحو ثلثي مدينة أوش ولها بساتين ومياه 
527521808524	الأرك هو حصن منيع بمقربة من قلعة رباح أول حصون أذفونش بالأندلس، وهناك كانت وقيعة الأرـ
535197384844	أرنيط مدينة بالأندلس أولية بينها وبين تطيلة ثلاثون ميلا، وحواليها بطاح طيبة المزارع، 
321573093518	ارغون هو اسم بلاد غرسية بن شانجة يشتمل على بلاد ومنازل وأعمال.
562368086161	أركش حصن بالأندلس على وادي لكه وهو مدينة أزلية قد خربت مرارا وعمرت وعندهاـ
150160277650	أرزاو مدينة فحص سيرات وبينها وبين وهران أربعون ميلا وهي في جبل فيه قلاع ثلاث مسورة ورـ
571264204947	أزقار موضع قوم رحالة في بلاد السودان ألبانهم غزيرة وهم أهل نجدة وقوة ويسالمون 
768341966996	أزكي مدينة بالمغرب وهي أول مراقي الصحراء، ومنها | إلى سجلماسة ثلاث عشرة مرحلة ومنها إـ
770086797458	اطراغي مدينة بالصين كبيرة على بركة ماء عذب لا يوجد لوسطها قعر وماؤها مائل إلى الدكنة،
252018950293	اطرابنش بجزيرة صقلية مدينة قديمة أزلية على ساحل البحر، والبحر يحدق بها من جميع جهاتهاـ
804605919377	إلبيرة من كور الأندلس جليلة القدر نزلها جند دمشق من العرب وكثير من موالي الإمام عبد اـ
438841639066	أليس على صلب الفرات، فتحها خالد بن الوليد رضي الله عنه، قالوا : لما أصاب خالد من أصابـ
999347454106	ألش بالأندلس، إقليم ألش من كور تدمير بينه وبين اريولة خمسة عشر ميلا، وألش مدينـ
901259460764	الياج موضع بجزيرة صقلية بالقرب من مدينة قطانية، وبالقرب منه جبل النار ، وهو جبل عظيم 
119072096412	أمج بفتح أوله وثانيه وبالجيم، قرية جامعة، ما بين مكة والمدينة على أميال من قديد لها سـ
741527781533	ذو أمر بفتح أوله وثانيه وتشديد الراء المهملة أفعل من المرارة، موضع بنجد، وهي التي سارـ
603778449566	أمويي بخراسان على فرسخ من جيحون بينها وبينه مروج وغياض وبالقرب منها موضع يسمى بالخسب 
777238085786	أمغيشيا قصر على الفرات كالحيرة، لما فرغ خالد بن الوليد رضي الله عنه من وقعة أليس نهض 
676293771427	أنقرة موضع في بلاد الروم من أرض الشام به مات امرؤ القيس بن حجر منصرفه من قيصر وكان توـ
141528400039	أنطابلس هي برقة فانظرها في حرف الباء إن شاء الله تعالى.
936697135273	أندرين قرية بالشام، وقيل بالجزيرة وهي المذكورة في قول الشاعر في مطلع قصيدة : ألبرق لاـ
402611241133	الأنصاريين بإفريقية، من الأربس إلى مدينة الأنصاريين مسيرة يوم، تنسب إلى قوم نزلوها منـ
794640253101	انجيمي مدينة صغيرة جدا من كاكم بينها وبين مانان ثمانية أيام، وأهلها قليل وهم في أنفسهـ
709302943926	الأندلس هذه الجزيرة في آخر الإقليم الرابع إلى المغرب، هذا قول الرازي، وقال صاعد بن أحـ
160264356023	ايذج مدينة من عمل خوزستان بينها وبين العسكر في جهة المشرق أربع مراحل، وهي مدينة عجيبةـ
815947317432	انكال قرية انكال بأرض المغرب بقرب وادي أم ربيع ويقال لها دار المرابطين وبها عين ماء، 
290350694584	الأنبار بفتح الهمزة، في العراق بينها وبين بغداد ثلاثة عشر فرسخا، وهي مدينة صغيرة متحضـ
779855331514	الإنبار بكسر الهمزة مدينة بجوزجان من عمل خراسان وهي من أكبر من مرو الروذ ولها مياه وكـ
841842950330	انباره بلد بقرب غانة من بلاد السودان ملكها معاند لأهل غانة، وهي مدينة كبيرة ولأهلها بـ
248621564095	انبذوشة جزيرة في البحر بينها وبين أقرب بر من إفريقية حيث قبودية مجريان، وبها مرسى مأمـ
595993821377	انكمرده مدينة من أرض الهند أو الصين من دخلها من المسافرين استوطنها ولم يرد الخروج منهـ
624225681601	أندراب مدينة من عمل بلخ ينسب إليها الحسن بن أحمد الأندرابي، من حديثه عن الزهري أنه قاـ
871949664455	انطاكية بتخفيف الياء، مدينة عظيمة بالشام على ساحل البحر، قالوا: وكل شيء عند العرب من 
542298341576	انطالية فرضة بلاد قونية، وفي سنة ثلاث وستمائة وقعت فتنة بين فرنجها ورومها كانت سببا لـ
675693985997	أنقلش بلد الأنقلش وهم جنس من الأتراك نزلوا مصاقبين للصقالبة، وحد مدينتهم في المغرب مدـ
731360788686	انكلاس هي أكبر بلاد كوار قطرا وأكثرها تجارة وعندهم معادن الشب الخالص المتناهي في الطيـ
985439142094	انقولاية هو حصن بينه وبين حصن علمريه في آخر ممالك الروم خمسون ميلا وهو في فحص فيه سبعـ
428834029780	أنصنا مدية في البلاد المصرية قديمة شرقي النيل وهي حسنة البساتين والمتنزهات كثيرة الثمـ
953457574109	أنطالة حصن عظيم ومعقل منيع من حصون جزيرة صقلية فيه تحصن محمد بن عباد القائم بأمر المسـ
816027009245	انده مدينة من كور بلنسية.
856980193507	أنداره مدينة عظيمة في شرق الأندلس خربت في فتنة البربر.
949791752421	انمو هي مدينة الملك بالصين وبينها وبين ساحل البحر الحبشي مسيرة ثلاثة أشهر، وقيل بل مدـ
927050236135	أنيشة بالشين المعجمة والجيم معا، موضع على مقربة من بلنسية وبالقرب من بنشكلة من أرض الـ
567426416873	أندرش مدينة من أعمال المرية، هي من أنزه البلدان، وفيها يقول أبو الحجاج ابن عتبة الاشبـ
766114791664	أصيلة بلد بقرب طنجة ويقال فيه أزيلة بالزاي، وهي مدينة كبيرة قديمة عامرة آهلة كثيرة الـ
884452884724	اصبهان ليست هذه الباء بخالصة ولذلك يكتبها بعض الناس بالفاء وهي مكسورة الأول، سميت بأصـ
593108140282	اصطخر مدينة من كور فارس ولها نواح، وهي مدينة كبيرة جليلة كثيرة الأرزاق والتجارات بناؤـ
171211489530	اصادة مدينة اصادة قرب سبتة من أرض المغرب فيها آثار الأول، وهي ذات أعناب وأشجار كثيرة،
821181808894	اصطبة مدينة بالأندلس على خمسة وعشرين ميلا من قلشانة، ومن قلشانة وهي قاعدة شذونة إلى قـ
874478829826	اضم واد دون المدينة المكرمة، وفي السير عن عبد الله بن أبي حدرد قال: بعثنا رسول الله فـ
752743350531	اغرناطة مدينة بالأندلس بينها وبين وادي آش أربعون ميلا وهي من مدن إلبيرة، وهي محدثة منـ
986345111812	اغنا بجزيرة سرنديب، وتعرف اغنا هذه بجزيرة القصر وهي دار ملك سرنديب، وسيأتي ذكرها في حـ
233656287494	اغمات بأرض المغرب بقرب وادي درعة وبينها وبين نفيس مرحلة، وبينها وبين أغمات ست مراحل فـ
752797876488	افرندين موضع بالعراق بناحية المدائن. قال أنس بن الحليس : بينا نحن محاصرون بهرسير أشرفـ
116215775500	إفريقية عمل كبير عظيم في غرب ديار مصر، سميت بافريقس بن أبرهة ملك اليمن لأنه غزاها وافـ
832401572111	إفراغة مدينة بغربي لاردة من الأندلس بينهما ثمانية عشر ميلا، وهي على نهر الزيتون حسنة 
977759371536	أفسيس أو أفسميس أو أفسبين مدينة في رستاق من عمل من الأعمال التي دون خليج القسطنطينية 
490393829649	إفليل مدينة برأس عين من أرض الجزيرة ما بين دجلة والموصل منها أبو القاسم إبراهيم بن محـ
179998556436	افرن بناحية الأربس من البلاد الإفريقية، وهما: افرن الكبرى وافرن الصغرى، وإلى الكبرى مـ
418427961621	إفرنجة في وسط الإقليم الخامس، هواؤها غليظ لشدة بردها، ومصيفها معتدل، وهي بلاد كثيرة اـ
296927363353	افكان مدينة بين تلمسان وتنس وبها أرحاء وحمامات وقصور وفواكه كثيرة وعليها سور تراب تهدـ
606555078942	اقريطش جزيرة في البحر الشامي، وهي جزيرة عامرة كثيرة الخصب وبها مدن عامرة ودورها خمسة 
104886960416	اقنت مدينة في أرض الحبشة على الساحل في الجنوب وهي صغيرة وأكثرها خراب وأهلها قليل وأكلـ
517312872737	اقليش مدينة لها حصن في ثغر الأندلس، وهي قاعدة كور شنتبرية وهي محدثة بناها الفتح بن 
690118197539	اقليبيا مدينة كبيرة قديمة على ساحل البحر بأقصى جزيرة شريك قبلي مدينة تونس إلا أنها خرـ
438082470180	أقش مدينة هي كانت قاعدة الجليقيين بينها وبين ليوزذال ثلاثون ميلا، وكانت أقش قبل هذا مـ
351159714085	اقيانس هو اسم لبحر الظلمات ويقال له البحر الأخضر والمحيط الذي لا يدرك له غاية ولا يحاـ
408122556711	اسكر قرية من أعمال مصر، ويقال إنها القرية التي ولد فيها موسى بن عمران عليه السـ
806015205672	استجة بين القبلة والمغرب من قرطبة، بينهما مرحلة كاملة، وهي مدينة قديمة لم يزل أهلها فـ
469502001451	إسكندرية مدينة عظيمة من ديار مصر بناها الإسكندر بن فيلبش فنسبت إليه، وهي على ساحل البـ
129977286955	إسكندرونة مدينة أو حصن بينه وبين انطاكية خمسة وأربعون ميلا، وهو حصن على ساحل البحر فيـ
800428392748	اسبيجاب مدينة متصلة ببلاد الشاش لها قهندز وربض ودار الإمارة والجامع في المدينة الداخلـ
358835290414	أسطور مدينة من مدن الكيماكية، وهم بشر كثير وخلق عظيم من المجوس يعبدون النار، وأسطور عـ
114634522927	اسفرايين هي مهرجان في آخر عمل نيسابور من خراسان وبينهما خمس مراحل وقيل اثنان وثلاثون 
987586625837	اسفي مرسى اسفي في أقصى المغرب، وفي بعض الأخبار أن الشيطان نزغ بين بني حام وبني سام أوـ
176500506924	اسنخوا مدينة بالصين، وهي على بطحاء أرض ممتدة لا ينبت بها شيء إلا الزعفران غرسا ومن ذاـ
770304901428	أسوان في الصعيد آخر بلاد مصر، وفي بلادهم من الجبال والأوعار التي تحول بينهم وبين النوـ
627878920505	اسلي مدينة في شرقي ارشجول وبمقربة من وهران من أرض المغرب، وهي مدينة قديمة عليها سور صـ
880543793465	أسيوط مدينة على الضفة الغربية من نيل مصر وهي كبيرة عامرة آهلة جامعة لضروب المحاسن كثيـ
335942779195	اسقيريا مدينة من مدن الصين على نهر، وهي عامرة وبها ملوك وسادات وجلة وعمال، وبها مجمع 
798872305980	اشبيلية مدينة بالأندلس جليلة بينها وبين قرطبة مسيرة ثمانية أيام ومن الأميال ثمانون، وـ
938202890559	اشكلطورية أرض في ناحية من ايطالية بأرض افرنجة فيها عين ماء من شرب منها من الخلق ارتكبـ
373410496834	اشروسنة في بلاد خراسان من سمرقند إليها خمس مراحل مشرقا، واشروسنة اسم للإقليم وليس باسـ
426413916486	اشير بلدة أو حصن بينها وبين المسيلة مرحلة، من بلاد الزاب بناها زيري بن مناد الصنهاجي 
702315233608	أشتبين حصن بالأندلس على يسار الطريق تحت أصل جبل ممتنع لا يدركه لمقاتل طمع، بنى عليه بـ
110108868937	أشك قرية عامرة على طريق من جاء من فارس، بها حدائق نخل كثيرة وزراعات وغلات جمة، ومنها 
666374242641	أشونة من كور استجة بالأندلس بينهما نصف يوم، وحصن أشونة ممدن كثير الساكن.
388342219089	أشكوني بالأندلس من كور تدمير معروف، ومن الغرائب أن من أراد أن يتخذ فيه جنانا صرف إلى 
962437579093	اشبونة بالأندلس من كور باجة المختلطة بها، وهي مدينة على طريق العساكر فإن الطريق من باـ
234847469911	الأهواز مدينة متصلة بالجبل، فتحها حرقوص بن زهير السعدي في خلافة عمر بن الخطاب رضي اللـ
463768387928	أهناس موضع في صعيد مصر، قال الجاحظ: ولد عيسى بن مريم صلى الله عليه وسلم بكورة 
215289430366	أوطاس وادي ديار هوازن فيه اجتمعت هوازن وثقيف، إذ أجمعوا على حرب رسول الله صلى الله علـ
601882624350	أوارة موضع لبني تميم كانت فيه قصة لعمرو بن هند عم النعمان بن المنذر على بني دارم، وكاـ
491186553184	أوال جزيرة في بلاد البحرين بين اليمامة والبصرة وعمان، وهذه الجزيرة بينها وبين الساحل 
184461295969	أوثان جبل في البحر في طريق الإسكندرية من إفريقية وهذا الطرف الخارج منه في البحر هو طرـ
342993404262	أوزاع اسم قرية على مقربة من باب الفراديس من دمشق، وإليها ينسب الأوزاعي.
848352510310	أونبة من مدن جبل العيون بالأندلس، وهي مدينة ممتنعة بين جبال ضيقة المسالك، وهي قديمة بـ
139431248231	أودغشت مدينة بين صحراء لمتونة والسودان، وهي مدينة عظيمة آهلة لكنها صغيرة، وفي صحرائهاـ
167868629353	أسكر قرية على شط النيل في البلاد المصرية، وهي على الضفة الشرقية من النيل مياسرة 
898726101353	أوجلة مدينة بينها وبين برقة في البر عشر مراحل، وهي مدينة صغيرة متحضرة، وهي في ناحية اـ
165431738729	أوليل جزيرة في الإقليم الأول من أرض السودان على مقربة من الساحل وبها ملاحة مشهورة ولاـ
952945869175	أوراس هو جبل قريب من باغاية بإفريقية بينه وبين نقاوس ثلاث مراحل وهو المتصل بالسوس، ويـ
630613606780	أوش من مدن فرغانة بينها وبين قبا عشرة فراسخ، وهي مدينة عامرة، وقهندزها عامر ودار الإمـ
997350965632	أولية السهلة بالأندلس قريبة من قرطبة تعرف بالرملة وهي أم الأقاليم، كثيرة الأهل واسعة 
838936297857	أوريط مدينة قديمة بالأندلس كانت عظيمة مذكورة مع طليطلة، وهي معها في حد واحد من مدن قسـ
640470221184	أورشين مدينة صغيرة من مدن الهند على الساحل، وجزيرتها عظيمة المقدار كثيرة الجبال والأشـ
200814887298	أوفة مدينة من مدن هراة وهي أصغر قدرا من هراة، ولها أسواق عامرة وعمارات وتجارات كثيرة 
109412614535	أوريولة حصن بالأندلس وهو من كور تدمير وأحد المواضع التي صالح عليها تدمير بن غندرس عبدـ
136675590536	إيليا ويقال أيليا بفتح الهمزة، مدينة بالشام وهي بيت المقدس، وهي مدينة قديمة جليلة علىـ
585143157133	الإيوان هو إيوان كسرى بدار ملك الأكاسرة المدائن من العراق وبالمدينة العتيقة منها التيـ
559725674893	أيلة في طريق مكة، حاطها الله، من مصر، وهي أول حد الحجاز، وهي مدينة جليلة القدر على ساـ
867545645457	الأيكة المذكورة في كتاب الله تعالى: قيل إنها مدين وقيل من ساحل البحر إلى مدين،
213473296790	إيلاق من بلاد خراسان، لها قصبة ونهر وربض، ولهم في الربض والمدينة ماء جار، وبجبل إيلاقـ
571465531798	ايكلي هي قاعدة بلاد السوس الأقصى وهي مدينة كبيرة قديمة في سهل من الأرض على نهر كبير، 
286227693975	إيكجان جبل بين سطيف وقسطنطينة فيه قبائل كتامة، وبه حصن حصين ومعقل منيع كان قبل هذا منـ
256901120410	ايالي مدينة على خمسة فراسخ من مدينة الشيرجان عادلا عن الشمال إلى المغرب، ولها سور عتيـ
418830614941	بابل بالعراق، كانت بابل من عظمها واستبشاع أمرها لا تكاد تجعل من عمل الآدميين، وهي المـ
196385702301	باذغيس في خراسان، من بوشنج إلى باذغيس ثلاث مراحل، افتتحها عبد الرحمن بن سمرة في 
516184605093	الباميان في خراسان، يخرج من جبل الباميان عيون عظام فيمر منها واد إلى القهندار مسيرة شـ
740193993130	بانياس مدينة قريبة من دمشق هي ثغر بلاد المسلمين، وهي صغيرة ولها قلعة يستدير بها نهر يـ
700025143723	البانس قرية في آخر عمارة الزنج، وهي جامعة آهلة بالناس، وهم يعبدون الرجيم، والرـ
361402204588	باجرا مدينة في الجزيرة من أعمال الموصل بناها عبد الأعلى بن يزيد بن أمية السلمي في الفـ
888642994607	باجروان من بلاد الجزيرة أيضا وهي قرية كبيرة كثيرة الأهل، وهي كثيرة الأسواق والحمامات،
330053976498	بازبدى مدينة من كور الموصل وعندها يلتقي نهر الخابور الخارج من بلاد ارمينية بدجلة، وهذـ
683856101816	باخرزه من نواحي نيسابور منها علي بن الحسن الباخرزي الأديب صاحب كتاب دمية 
308969210296	بادس مدينة بينها وبين تهودة بالمغرب مرحلة، وبادس حصنان لهما جامع وأسواق وبسائط ومزارعـ
587227726266	باجة في إفريقية باجة وفي الأندلس وفي الصين، فالتي في إفريقية مدينة كبيرة أولية قديمة 
347300954557	باشو بلد بجزيرة شريك العبسي كان عاملا عليها في قديم الزمان، وباشو قبلة مدينة تونس وباـ
555820777918	بانقيا أرض بالنجف دون الكوفة وكان إبراهيم الخليل ولوط عليهما السلام نزلا بها يريدان بـ
402535743935	باغاية مدينة بإفريقية أولية جليلة بقرب مسكيانة ذات أنهار وثمار ومزارع ومسارح، وهي علىـ
145693344193	الباب والأبواب قالوا: جبل القبج جبل عظيم وصقع مشتمل على كثير من الأمم فيه اثنتان وسبعـ
849619190210	باغه قالوا على بحر باب الأبواب وهو بحر الخزر والديلم وجرجان وأنواع الترك مما يلي الباـ
379102167491	ببشتر بالأندلس حصن منيع بينه وبين قرطبة ثمانون ميلا، وهو حصن تزل عنه الأبصار فكيف الأـ
878165623240	البثنية مدينة بالشام، قالوا كان نبي الله أيوب كثير المال وكانت له البثنية والجابية منـ
330083336649	بجانة بفتح الباء وبعدها جيم مفتوحة مشددة بعدها ألف وبعد الألف نون، مدينة بالأندلس كانـ
983258104270	بجاية قاعدة الغرب الأوسط، مدينة عظيمة على ضفة البحر يضرب سورها، وهي على جرف حجر ولها 
791343530449	بلاد البحرين هي بلاد واسعة شرقيها ساحل البحر، وجوفها متصل باليمامة، وشمالها متصل بالبـ
416901235154	بخارى من بلاد خراسان، وهو بلد واسع يشف على المدن كبرا ومحاسن وكثرة أشجار، وهي في مستوـ
746070213077	بختة بلدة في بلاد البجة من أرض الحبشة وهي مسكونة وبها سوق وإليها تنسب الجمال البختية 
768673317342	البخراء منزل من منازل البحرين بين البصرة والاحساء، وقيل هي أرض بالشام سميت بذلك لعفونـ
662083469790	بدر ماء على ثمانية وعشرين فرسخا من المدينة في طريق مكة، وبين مدينة الجار إلى بدر نحو 
158272061921	بذونة في أرض الحبشة على الساحل، وهي خراب قليلة العمارة وحشية المساكن قذرة البقاع وعيشـ
597604434403	البذندون على طريق طرسوس، كان المأمون بن الرشيد خرج إلى الصائفة على طريق طرسوس فمرض بعـ
381237068266	براغة هي مدينة مجاورة لبلاد الأتراك مبنية على نهر هناك بالحجر والجيار، وهي تصغر عن الـ
574707728875	برقعيد مدينة بينها وبين نصيبين سبعة وعشرون ميلا، وهي مدينة حصينة كبيرة كثيرة الخير واـ
192191398379	برهوت في نحر بلاد حضرموت من بلاد الشحر في جهة اليمن ببلاد عمان، فيها أطمة يسمع صوتها 
675412967917	برذال مدينة من إقليم برغش كاملة شاملة بضروب النعم كثيرة الفواكه، بينها وبين الـ
689040261615	برك الغماد بالغين المعجمة، وهو المذكور في قصة غزو بدر وهو في أقاصي هجر، وهذه الغين الـ
259170238960	برشلونة مدينة للروم بينها وبين طركونة خمسون ميلا، وبرشلونة على البحر ومرساها ترش لا تـ
101980307952	برزة مدينة بالشام من عمل الغوطة كان من أهلها رجل صالح وكان أعور، قال الراوي: قلت له: 
559960556018	برذعة هي مدينة ارمينية، وقد تقدم ذكرها، وطول برذعة ثلاثة أميال في عرض مثلها وهي نزيهةـ
173367362035	برغش في بلاد الروم بالقرب من مدينة ليون، وهي مدينة كبيرة يفصلها نهر، ولكل جزء منها سوـ
791205118449	برشك بين تنس وبرشك في الساحل ستة وثلاثون ميلا، وبرشك مدينة صغيرة على تل وعليها سور ترـ
481862615543	برلي جزيرة في بحر الهند فيها الكافور الذي ليس في الدنيا مثله يكون في الشجرة الواحدة مـ
966292144635	بريانة بالأندلس بقرب عقبة أنيشة، وهي مدينة جليلة عامرة كثيرة الخصب والأشجار والكروم، 
823211852285	برشانة بالأندلس أيضا وهي حصن على مجتمع نهرين وهو من أمنع الحصون مكانا وأوثقها بنيانا 
109253231104	بريسا في بلاد السودان على النيل وهي كثيرة الخيرات بها معدن للذهب عظيم مشهور في بلاد اـ
343236674052	برطاس بلاد برطاس ويقال بلاد برداس فيما بين الخزر وبلغار، بينها وبين الخزر مسيرة خمسة 
365374210568	برطانية جزيرة توازي حد الأندلس الأقصى وهي مستطيلة من القبلة إلى الجوف طولها ثمانمائة 
